MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       251.65,       264.20,       264.20,       256.00,       258.65,                 27061380.00,103200, ,       264.20,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        60.20,        60.20,        60.20,        60.00,        60.10,                   842400.00,14000, ,        84.00,        54.05
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        70.80,        70.00,        73.00,        70.00,        72.80,                  4069000.00,56000, ,        95.50,        56.00
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        13.95,        14.50,        14.50,        14.50,        14.50,                    14500.00,1000, ,        36.55,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       407.00,       419.00,       419.00,       400.50,       412.95,                  2934750.00,7200, ,       494.95,       237.00
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        33.85,        34.00,        34.20,        33.10,        33.85,                  4624260.00,136800, ,        86.40,        33.10
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       210.00,       219.75,       220.50,       219.75,       220.50,                  1539600.00,7000, ,       220.50,       126.00
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        73.90,        75.00,        77.55,        75.00,        76.30,                   228850.00,3000, ,       177.00,        60.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,       141.50,       131.00,       140.85,       131.00,       140.00,                   770520.00,5600, ,       171.00,       103.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       222.45,       223.95,       224.00,       220.05,       220.05,                   444125.00,2000, ,       264.95,       190.00
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       360.00,       345.00,       345.00,       342.00,       343.00,                   823200.00,2400, ,       476.00,       155.00
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        91.70,        89.00,        93.20,        88.20,        92.70,                  4357980.00,48000, ,       157.95,        80.75
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        78.50,        78.50,        79.95,        78.50,        78.55,                   237000.00,3000, ,       122.00,        77.10
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        28.00,        28.00,        28.00,        28.00,        28.00,                   134400.00,4800, ,        54.30,        25.00
N,SM,SONAMAC,SONA MACHINERY LIMITED,        72.10,        75.30,        75.30,        72.00,        72.05,                   364400.00,5000, ,       167.00,        67.00
N,SM,SOTAC,SOTAC PHARMACEUTICALS LTD,       128.50,       128.00,       128.00,       128.00,       128.00,                   153600.00,1200, ,       152.35,        88.05
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,       100.00,        95.50,        96.95,        95.00,        95.75,                   535240.00,5600, ,       216.00,        90.20
N,SM,SPPPOLY,SPP POLYMER LIMITED,        17.60,        17.55,        17.55,        17.50,        17.50,                    70100.00,4000, ,        41.50,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       146.00,       146.00,       146.00,       146.00,       146.00,                   175200.00,1200, ,       173.55,       130.50
N,SM,SSFL,SRIVARI SPICES N FOODS L,       135.10,       133.00,       136.50,       133.00,       136.00,                  1341325.00,10000, ,       258.15,       130.00
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        59.00,        59.65,        59.65,        59.50,        59.50,                   119150.00,2000, ,       138.00,        55.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        18.95,        19.00,        19.15,        19.00,        19.00,                   647800.00,34000, ,        43.20,        18.65
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       169.85,       168.00,       179.05,       164.00,       173.65,                 32873940.00,188400, ,       200.00,       154.20
N,SM,SEL,SUNGARNER ENERGIES LTD,       258.50,       258.50,       260.00,       258.50,       260.00,                   103700.00,400, ,       644.60,       211.00
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,       188.55,       187.65,       187.65,       182.00,       182.00,                  5908080.00,32400, ,       197.00,        91.00
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        53.75,        54.80,        54.85,        54.80,        54.85,                   175440.00,3200, ,       110.00,        46.55
N,SM,SFML,SUPREME FACILITY MGMT LTD,        41.55,        40.45,        40.45,        40.40,        40.40,                   129360.00,3200, ,        75.00,        27.40
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       212.80,       212.80,       215.00,       210.95,       211.40,                 10004000.00,47000, ,       256.90,       100.00
N,SM,SURANI,SURANI STEEL TUBES LTD.,        83.60,        80.05,        91.45,        80.05,        86.00,                    68670.00,800, ,       265.80,        75.10
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       194.80,       194.75,       197.00,       194.45,       195.00,                  2931300.00,15000, ,       295.00,       138.50
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        29.05,        29.05,        31.25,        29.00,        31.20,                   618120.00,20400, ,        64.90,        28.30
N,SM,SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,        66.10,        66.00,        66.00,        66.00,        66.00,                   132000.00,2000, ,       104.00,        55.00
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       235.50,       237.00,       241.00,       234.50,       234.95,                  5989220.00,25200, ,       301.30,       192.25
N,ST,TAC,TAC INFOSEC LIMITED,       816.05,       820.00,       824.90,       775.25,       776.90,                 57398580.00,72200, ,      1697.00,       673.35
N,ST,TAURIAN,TAURIAN MPS LIMITED,       306.85,       310.00,       316.85,       300.00,       310.80,                 11832080.00,38400, ,       425.00,       210.00
N,SM,TBI,TBI CORN LIMITED,        88.75,        89.00,        89.30,        88.00,        89.30,                  3191610.00,36000, ,       222.50,        75.20
N,ST,TECHD,TECHD CYBERSECURITY LTD,       635.60,       647.70,       667.35,       637.05,       667.35,                 53432130.00,81000, ,       794.00,       366.70
N,ST,TECHERA,TECHERA ENGINEER (IND) L,       295.45,       298.00,       310.20,       289.55,       310.20,                 45903560.00,148800, ,       310.20,       115.60
N,SM,TGL,TEERTH GOPICON LIMITED,        44.80,        44.40,        45.90,        43.60,        45.60,                  1579670.00,35600, ,       660.00,        43.60
N,SM,TCL,THAAI CASTING LIMITED,       128.75,       128.75,       131.00,       127.50,       130.00,                  1755680.00,13600, ,       184.00,        77.15
N,SM,THESL,THINKING HATS ENTER SOL L,        36.00,        36.00,        36.00,        34.20,        36.00,                   423600.00,12000, ,        56.00,        25.70
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,        55.10,        52.85,        52.85,        52.85,        52.85,                   105700.00,2000, ,        78.20,        38.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       127.60,       127.50,       127.50,       125.35,       125.90,                  2781400.00,22000, ,       147.10,        42.00
N,SM,TRANSWIND,TRANSWIND INFRA LIMITED,        15.95,        16.65,        16.65,        16.65,        16.65,                    66600.00,4000, ,        28.40,        12.70
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       459.55,       453.00,       457.40,       449.95,       454.30,                  5363993.75,11875, ,      1670.00,       401.05
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,        15.85,        15.50,        15.70,        15.10,        15.70,                   138900.00,9000, ,        44.40,        14.85
N,SM,TROM,TROM INDUSTRIES LIMITED,        92.10,        92.50,        95.00,        92.50,        94.00,                   451800.00,4800, ,       280.00,        90.50
N,ST,TRUST,TRUST FINTECH LIMITED,        62.00,        59.20,        61.00,        59.20,        61.00,                   215670.00,3600, ,       220.80,        42.70
N,SM,TSC,TSC INDIA LIMITED,        60.00,        61.00,        61.00,        61.00,        61.00,                  2684000.00,44000, ,        79.30,        56.00
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        31.70,        31.65,        31.65,        30.90,        31.10,                  2619800.00,84000, ,        52.40,        27.25
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       164.25,       166.85,       170.00,       164.80,       169.85,                  6535200.00,39000, ,       191.00,       120.00
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        40.00,        41.00,        41.00,        41.00,        41.00,                    65600.00,1600, ,        89.00,        38.50
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        88.90,        88.30,        88.30,        83.25,        83.70,                  4232200.00,50000, ,       128.70,        51.50
N,ST,USASEEDS,UPSURGE SEEDS OF AGRI LTD,       183.40,       179.00,       179.00,       179.00,       179.00,                    76612.00,428, ,       314.40,       130.70
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       163.50,       165.50,       165.50,       160.05,       161.70,                  2864120.00,17600, ,       695.15,       136.05
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        48.00,        47.90,        50.10,        47.00,        48.00,                  1248480.00,25600, ,       168.00,        40.50
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       214.85,       216.00,       222.00,       215.00,       221.05,                 15437370.00,70200, ,       315.25,       145.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       586.40,       585.00,       585.00,       551.10,       572.40,                 26718550.00,47000, ,       630.00,       200.30
N,SM,VR,V R INFRASPACE LIMITED,       205.95,       196.05,       196.05,       196.05,       196.05,                    78420.00,400, ,       345.00,       164.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        32.25,        32.05,        32.55,        31.25,        32.55,                   434400.00,13500, ,        68.00,        31.00
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       272.00,       274.90,       274.90,       272.00,       272.00,                  2417200.00,8800, ,       313.00,        81.10
N,SM,DENTALKART,VASA DENTICITY LIMITED,       606.65,       615.00,       616.00,       602.05,       604.05,                  8991825.00,14750, ,       840.00,       533.00
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       226.05,       231.00,       231.00,       229.00,       229.00,                  1656000.00,7200, ,       240.00,       100.25
N,SM,VELS,VELS FILM INTERNATIONAL L,        59.00,        56.50,        56.50,        56.05,        56.05,                   135060.00,2400, ,        94.50,        35.15
N,SM,VERITAAS,VERITAAS ADVERTISING LTD,        60.90,        61.20,        61.20,        61.20,        61.20,                    73440.00,1200, ,       140.00,        56.00
N,ST,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,       130.30,       123.80,       123.80,       123.80,       123.80,                    74280.00,600, ,       149.80,        73.40
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        82.80,        84.00,        84.00,        82.00,        83.50,                  3596240.00,43200, ,        98.00,        81.65
N,SM,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        41.20,        41.00,        42.10,        38.00,        39.70,                  6701200.00,168000, ,        55.50,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       454.00,       458.00,       475.00,       456.10,       459.20,                 18073987.50,38750, ,       673.70,       291.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       382.00,       383.00,       398.00,       380.00,       390.00,                  4087450.00,10500, ,       475.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1201.00,      1202.00,      1202.00,      1166.50,      1181.75,                  6150480.00,5200, ,      1440.00,       575.80
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       154.45,       152.50,       158.00,       152.50,       153.60,                  5572800.00,36000, ,       208.00,       146.00
N,ST,VISAMAN,VISAMAN GLOBAL SALES LTD,       123.15,       129.30,       129.30,       118.00,       118.00,                   741900.00,6000, ,       129.30,        34.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       161.05,       169.80,       169.80,       159.00,       159.00,                  1471425.00,9000, ,       306.00,       154.05
N,SM,VISHWAS,VISHWAS AGRI SEEDS LTD,        55.00,        53.30,        55.00,        53.30,        55.00,                   173280.00,3200, ,        91.90,        53.00
N,SM,VIESL,VISION INFRA EQUIP SOL L,       236.25,       236.50,       242.00,       235.20,       235.45,                  5902720.00,24800, ,       249.90,       111.95
N,SM,VITAL,VITAL CHEMTECH LIMITED,        55.20,        56.90,        57.95,        56.80,        57.95,                  1103580.00,19200, ,        80.90,        48.10
N,SM,VIVIANA,VIVIANA POWER TECH LTD,      1689.45,      1699.00,      1708.00,      1660.10,      1670.15,                 10543693.75,6250, ,      1860.00,       598.00
N,SM,VIVO,VIVO COLLAB SOLUTIONS LTD,        77.60,        76.05,        76.05,        76.05,        76.05,                   121680.00,1600, ,        84.90,        62.00
N,ST,VOLERCAR,VOLER CAR LIMITED,       238.00,       238.00,       238.00,       238.00,       238.00,                   761600.00,3200, ,       249.90,        77.40
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       187.85,       189.40,       192.00,       188.60,       190.45,                   763080.00,4000, ,       330.00,       155.00
N,ST,WTICAB,WISE TRAVEL INDIA LIMITED,       160.00,       155.00,       156.50,       154.15,       154.15,                   467325.00,3000, ,       270.80,       115.20
N,SM,WOL3D,WOL 3D INDIA LIMITED,       117.05,       117.10,       117.10,       117.10,       117.10,                   351300.00,3000, ,       174.50,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       272.00,       273.45,       295.00,       272.00,       287.70,                 37171460.00,129600, ,       437.15,       211.15
N,ST,YASHOPTICS,YASH OPTICS & LENS LTD,       130.05,       129.40,       133.95,       129.40,       133.95,                  1050240.00,8000, ,       153.50,        72.60
N,SM,YCCL,YASONS CHEMEX CARE LTD,        13.00,        12.25,        12.50,        12.25,        12.50,                   259950.00,21000, ,        23.50,        11.75
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        30.05,        31.00,        31.00,        31.00,        31.00,                    74400.00,2400, ,        88.45,        27.40
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       573.50,       582.50,       582.50,       530.00,       548.90,                 33978555.00,61200, ,       731.15,       326.40
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        62.05,        63.70,        65.00,        62.40,        64.80,                   819800.00,12800, ,       112.95,        47.15
