MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,ST,AARADHYA,AARADHYA DISPOSAL INDUS L,       165.90,       164.00,       165.50,       161.00,       161.00,                  4317660.00,26400, ,       175.75,        97.50
N,ST,ABHAPOWER,ABHA POWER N STEEL LTD,        40.50,        41.00,        41.00,        40.00,        40.00,                   129600.00,3200, ,        81.90,        26.45
N,ST,ACCENTMIC,ACCENT MICROCELL LIMITED,       243.50,       240.00,       248.95,       240.00,       244.95,                   977250.00,4000, ,       324.00,       180.00
N,ST,AKIKO,AKIKO GLOBAL SERVICES L,       251.15,       262.50,       262.50,       254.00,       254.00,                  3675040.00,14400, ,       285.20,        62.00
N,ST,ANLON,ANLON TECHNOLOGY SOL LTD,       435.00,       427.55,       437.00,       426.00,       435.00,                  1548660.00,3600, ,       505.80,       239.00
N,ST,ARUNAYA,ARUNAYA ORGANICS LIMITED,        23.05,        23.00,        23.05,        23.00,        23.05,                    92100.00,4000, ,        46.50,        22.50
N,ST,AUSL,ADITYA ULTRA STEEL LTD,        36.40,        36.40,        36.40,        36.40,        36.40,                    72800.00,2000, ,        62.00,        23.65
N,ST,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       163.90,       160.00,       163.00,       159.75,       163.00,                  1617500.00,10000, ,       184.70,        72.60
N,ST,BIRDYS,GRILL SPLENDOUR SER LTD,       122.00,       122.00,       122.00,       122.00,       122.00,                   146400.00,1200, ,       154.00,        77.00
N,ST,BULKCORP,BULKCORP INTERNATIONAL L,        74.00,        74.00,        74.00,        74.00,        74.00,                    88800.00,1200, ,       133.55,        50.55
N,ST,C2C,C2C ADVANCED SYSTEMS LTD,       713.80,       714.00,       746.00,       678.15,       685.00,                 26136960.00,37200, ,       954.00,       250.15
N,ST,CHANDAN,CHANDAN HEALTHCARE LTD,       232.35,       225.15,       232.00,       224.50,       231.00,                  6231920.00,27200, ,       279.00,       140.00
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       234.00,       222.30,       245.30,       222.30,       241.10,                   919320.00,4000, ,       274.05,        48.50
N,ST,COOLCAP-RE,COOL CAPS INDUSTRIES LTD,        24.10,        15.00,        15.00,        14.50,        14.50,                   988750.00,67500, ,        15.00,        14.50
N,ST,DPEL,DIVINE POWER ENERGY LTD,       237.05,       238.00,       243.05,       236.00,       236.00,                  7180125.00,30000, ,       251.80,        66.25
N,ST,DRSCARGO,DRS CARGO MOVERS LIMITED,        43.55,        45.70,        45.70,        45.70,        45.70,                    36560.00,800, ,        45.70,        22.00
N,ST,ECOLINE,ECOLINE EXIM LIMITED,       141.00,       140.85,       141.00,       133.80,       140.50,                305910300.00,2187000, ,       141.00,       133.80
N,ST,FALCONTECH,FALCON TECHNOPROJ IND LTD,        19.50,        19.55,        19.80,        19.55,        19.55,                   211500.00,10800, ,        63.95,        14.85
N,ST,FLYSBS,FLYSBS AVIATION LIMITED,       533.20,       523.20,       536.00,       516.55,       520.00,                 16990020.00,32400, ,       790.00,       427.50
N,ST,FORGEAUTO,FORGE AUTO INTERNATION L,       146.00,       153.30,       153.30,       152.00,       152.00,                   550320.00,3600, ,       175.50,        60.00
N,ST,GANGABATH,GANGA BATH FITTINGS LTD,        25.00,        25.00,        25.00,        24.95,        24.95,                   224850.00,9000, ,        59.00,        23.05
N,ST,GCHOTELS,GRAND CONTINENT HOTELS L,       188.00,       187.95,       188.00,       187.00,       187.50,                  1575540.00,8400, ,       255.00,       101.90
N,ST,GML,GALAXY MEDICARE LIMITED,        34.15,        32.45,        32.45,        32.45,        32.45,                   389400.00,12000, ,        54.00,        32.45
N,ST,GPECO,GP ECO SOLUTIONS INDIA L,       562.00,       550.00,       550.05,       537.00,       550.00,                  4906830.00,9000, ,       616.50,       212.20
N,ST,GSMFOILS,GSM FOILS LIMITED,       216.70,       219.10,       223.90,       218.70,       222.00,                  4429000.00,20000, ,       255.15,        75.05
N,ST,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       200.00,       201.00,       201.00,       201.00,       201.00,                   201000.00,1000, ,       221.00,        88.00
N,ST,INFLUX,INFLUX HEALTHTECH LIMITED,       179.00,       180.00,       180.00,       170.05,       170.40,                  3768600.00,21600, ,       208.00,       120.00
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,        96.80,        96.80,        96.80,        95.00,        95.00,                    20139.00,210, ,       152.40,        18.60
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       127.30,       127.00,       127.00,       123.00,       126.90,                  1667040.00,13200, ,       141.00,        70.05
N,ST,JAINIK,JAINIK POWER CABLES LTD,       134.55,       134.50,       135.00,       134.50,       135.00,                   485400.00,3600, ,       153.10,        60.60
N,ST,KANDARP,KANDARP DG SMART BPO LTD,       102.25,       100.00,       104.95,       100.00,       104.95,                 19810900.00,198000, ,       127.00,        33.95
N,ST,KOTYARK,KOTYARK INDUSTRIES LTD,       326.00,       326.00,       328.90,       311.00,       315.30,                  1313945.00,4100, ,      1195.00,       202.40
N,ST,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       280.00,       278.10,       290.00,       278.00,       289.90,                  1264160.00,4400, ,       313.00,        81.10
N,ST,MASON,MASON INFRATECH LIMITED,       195.00,       195.00,       195.00,       185.60,       191.40,                  5094600.00,27000, ,       215.90,        73.50
N,ST,MGSL,MATRIX GEO SOLUTIONS LTD,       104.00,       103.90,       103.90,        98.70,        99.15,                152656140.00,1476000, ,       103.90,        98.70
N,ST,MONOLITH,MONOLITHISCH INDIA LTD,       450.00,       450.00,       450.00,       427.50,       427.50,                 18610000.00,43000, ,       498.95,       219.45
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       496.75,       506.65,       506.65,       506.65,       506.65,                 48638400.00,96000, ,       506.65,        32.05
N,ST,MYMUDRA,MY MUDRA FINCORP LIMITED,        97.00,        96.00,        96.05,        93.50,        94.00,                  1028520.00,10800, ,       119.10,        51.60
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       140.00,       140.00,       143.45,       140.00,       142.85,                  1762740.00,12400, ,       274.00,        99.95
N,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        42.30,        41.80,        42.10,        40.20,        40.20,                  1341375.00,33000, ,       105.00,        27.05
G,ST,OSELDEVICE,OSEL DEVICES LIMITED,       606.00,       593.90,       593.90,       593.90,       593.90,                 21855520.00,36800, ,       657.80,       169.60
N,ST,PARTH,PARTH ELEC & ENG LTD,       235.30,       233.00,       240.00,       223.55,       238.45,                  8554440.00,36800, ,       306.40,       169.00
G,ST,PATTECH,PATTECH FITWELL TUB COM L,       118.10,       118.00,       118.00,       115.75,       115.75,                   524250.00,4500, ,       166.50,        60.10
N,ST,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       244.70,       235.15,       242.00,       232.50,       232.50,                  5719965.00,24300, ,       365.00,       165.00
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       250.40,       255.40,       255.40,       255.40,       255.40,                 26050800.00,102000, ,       255.40,        14.25
N,ST,PPSL,PICTUREPOST STUDIOS LTD,        13.15,        13.15,        13.80,        13.00,        13.80,                   817950.00,60000, ,        45.60,        11.55
N,ST,PRIMECAB,PRIME CABLE INDUSTRIES L,        78.30,        75.15,        75.15,        74.40,        74.40,                 16435360.00,220800, ,        81.00,        74.40
N,ST,PRIZOR,PRIZOR VIZTECH LIMITED,       298.80,       313.70,       313.70,       312.90,       313.70,                 12795320.00,40800, ,       340.00,       105.10
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       436.65,       453.80,       453.80,       425.00,       425.50,                  4283450.00,10000, ,       501.80,       119.55
N,ST,PURVFLEXI,PURV FLEXIPACK LIMITED,       109.00,       104.05,       104.10,       103.55,       103.55,                   415880.00,4000, ,       231.00,        69.00
N,ST,READYMIX,READYMIX CONSTRU MACHI L,       150.00,       150.00,       153.00,       146.05,       149.50,                   449050.00,3000, ,       175.00,        55.20
N,ST,REXPIPES,REX PIPES AND CABLES LTD,       160.00,       160.00,       160.00,       160.00,       160.00,                   320000.00,2000, ,       171.00,        57.00
G,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       175.50,       175.50,       175.50,       172.00,       172.00,                  1041330.00,6000, ,       255.00,       118.00
N,ST,SAROJA,SAROJA PHARMA INDUS IND L,        43.70,        43.70,        45.00,        43.70,        45.00,                   141920.00,3200, ,        62.00,        34.00
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       228.00,       218.05,       226.50,       218.05,       223.00,                  2683200.00,12000, ,       246.95,       126.50
N,ST,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        78.00,        74.10,        74.10,        74.10,        74.10,                 13515840.00,182400, ,        86.40,        74.10
N,ST,TAC,TAC INFOSEC LIMITED,      1025.45,      1030.00,      1052.00,      1016.50,      1043.45,                 16737510.00,16100, ,      1697.00,       619.90
G,ST,TANKUP,TANKUP ENGINEERS LIMITED,       489.35,       494.90,       494.90,       494.90,       494.90,                   989800.00,2000, ,       494.90,       152.55
N,ST,TECHD,TECHD CYBERSECURITY LTD,       491.25,       515.80,       515.80,       475.65,       515.30,                485986770.00,957000, ,       515.80,       366.70
N,ST,TIMESCAN,TIMESCAN LOGISTICS IND L,        47.20,        49.55,        49.55,        49.55,        49.55,                    99100.00,2000, ,        91.75,        38.40
N,ST,USASEEDS,UPSURGE SEEDS OF AGRI LTD,       258.00,       255.00,       255.00,       255.00,       255.00,                    76500.00,300, ,       314.40,       130.70
N,ST,VIAZ,VIAZ TYRES LIMITED,        84.00,        84.00,        84.00,        84.00,        84.00,                   504000.00,6000, ,        99.55,        49.30
G,ST,VISAMAN,VISAMAN GLOBAL SALES LTD,       116.30,       118.60,       118.60,       118.60,       118.60,                   355800.00,3000, ,       121.25,        34.00
N,ST,VOLERCAR,VOLER CAR LIMITED,       230.00,       241.45,       241.50,       235.00,       236.90,                  3076320.00,12800, ,       241.50,        77.40
N,ST,WTICAB,WISE TRAVEL INDIA LIMITED,       165.00,       165.00,       169.00,       158.20,       158.20,                  1067300.00,6500, ,       289.25,       115.20
N,ST,YASHOPTICS,YASH OPTICS & LENS LTD,       136.30,       133.00,       135.00,       129.50,       133.50,                  8565040.00,65600, ,       153.50,        72.60
